1,670374569.4335327,52369374.0
2,48238282.0,1026989.75
3,5521754.34375,3443542.125
4,1745241.955078125,17651.458984375
5,240495.37109375,187320.515625
6,152087.1796875,55289.34375
7,177499.8046875,550149.90625
8,290257.45703125,23422.416015625
9,47858.390625,746061.53125
10,579932.125,100423.33984375
11,283120.734375,30916.1748046875
12,31945.333984375,267328.8046875
13,225969.2421875,43526.8515625
14,32156.9296875,141744.671875
15,113607.66015625,9083.98486328125
16,32917.36181640625,12620.96533203125
17,29425.7939453125,118267.2578125
18,62120.830078125,79474.82421875
19,67484.92578125,34725.7255859375
20,87698.845703125,77597.9296875
21,46238.79296875,89584.55078125
22,69290.619140625,10039.2431640625
23,44465.03369140625,84873.45703125
24,48527.08349609375,65187.32421875
25,33929.47787475586,73499.5390625
26,41118.13671875,2012.1889038085938
27,1954.295166015625,1505.1038513183594
28,1643.1268310546875,13267.8818359375
29,16583.9482421875,1111.9945373535156
30,6154.48583984375,1891.8939208984375
31,3752.2572631835938,11440.75634765625
32,21630.70458984375,27793.658203125
33,18508.47900390625,46480.611328125
